transaction_id,store_id,timestamp,amount,item_count,channel,promo_code
T003679,S03,2025-04-07 14:10,38.26,2,in_store,
T007492,S05,2025-04-27 12:53,42.58,2,online,
T001121,S01,2025-05-09 11:24,109.76,5,online,
T005493,S04,2025-04-18 10:14,77.05,3,in_store,
T004677,S03,2025-05-15 14:42,35.85,2,in_store,
T000037,S01,2025-04-08 20:35,72.34,5,in_store,
T004666,S03,2025-05-15 15:19,17.87,1,online,
T003499,S02,2025-05-27 20:40,44.79,2,in_store,
T007463,S05,2025-04-26 20:42,68.5,3,online,
T007831,S05,2025-05-10 14:56,75.86,5,in_store,
T006721,S04,2025-05-25 09:34,123.07,6,in_store,
T004634,S03,2025-05-13 15:04,191.74,7,in_store,
T001647,S01,2025-05-23 18:05,77.59,4,in_store,
T002678,S02,2025-04-29 11:00,17.55,1,in_store,
T006274,S04,2025-05-11 20:15,62.98,4,in_store,
T002373,S02,2025-04-19 13:10,47.68,3,online,
T004804,S03,2025-05-20 09:45,13.52,2,in_store,
T008037,S05,2025-05-18 17:25,33.97,2,in_store,
T001358,S01,2025-05-16 10:12,59.3,5,in_store,
T007296,S05,2025-04-20 10:52,32.87,3,in_store,
T000978,S01,2025-05-05 11:14,27.5,1,in_store,
T003213,S02,2025-05-18 09:29,103.03,5,in_store,
T003665,S03,2025-04-07 09:45,51.32,3,online,
T001255,S01,2025-05-13 19:20,54.04,4,in_store,
T006429,S04,2025-05-16 19:02,11.91,1,in_store,
T008010,S05,2025-05-17 09:24,45.11,2,online,
T007338,S05,2025-04-21 17:32,68.68,4,online,
T003149,S02,2025-05-16 15:01,75.87,4,in_store,
T007912,S05,2025-05-13 13:40,25.9,3,online,
T000237,S01,2025-04-13 17:54,68.75,3,in_store,
T002528,S02,2025-04-24 15:04,90.63,5,online,
T000338,S01,2025-04-16 19:39,36.64,2,in_store,
T002142,S02,2025-04-11 11:11,58.19,4,in_store,
T001295,S01,2025-05-14 09:58,30.64,3,online,
T006160,S04,2025-05-08 13:32,25.35,1,in_store,
T001353,S01,2025-05-16 09:11,60.98,3,online,
T002568,S02,2025-04-25 13:54,46.73,2,online,
T003055,S02,2025-05-12 13:26,17.95,1,in_store,
T005609,S04,2025-04-21 15:42,40.89,5,in_store,
T004317,S03,2025-05-05 17:10,75.62,4,in_store,
T005896,S04,2025-04-30 09:17,62.91,4,in_store,
T003004,S02,2025-05-11 10:43,34.81,2,online,
T000006,S01,2025-04-07 14:00,29.27,2,online,
T003165,S02,2025-05-17 10:51,49.92,2,in_store,
T003657,S03,2025-04-07 11:22,24.14,2,in_store,
T004038,S03,2025-04-23 12:17,60.5,3,in_store,
T003703,S03,2025-04-09 14:41,67.39,7,in_store,
T008345,S05,2025-05-29 14:59,90.79,6,in_store,
T000666,S01,2025-04-26 14:42,47.27,3,online,
T004920,S03,2025-05-25 10:43,38.21,2,in_store,
T007780,S05,2025-05-08 20:59,60.77,3,in_store,
T003156,S02,2025-05-16 13:03,22.28,2,online,
T005337,S04,2025-04-13 20:37,34.98,2,in_store,
T004133,S03,2025-04-27 20:35,9.01,1,online,
T007895,S05,2025-05-12 19:12,58.22,2,in_store,
T008315,S05,2025-05-29 16:19,55.39,2,in_store,
T002533,S02,2025-04-24 18:07,147.12,6,online,
T002627,S02,2025-04-27 15:31,10.09,1,online,
T007496,S05,2025-04-27 18:22,84.76,4,in_store,
T007546,S05,2025-04-29 20:14,34.22,3,in_store,
T004069,S03,2025-04-24 18:47,37.52,2,online,
T005329,S04,2025-04-13 12:46,9.03,1,online,
T003995,S03,2025-04-21 17:47,20.91,1,in_store,
T000390,S01,2025-04-17 17:37,58.8,3,online,
T005959,S04,2025-05-02 18:46,6.43,2,online,
T003636,S02,2025-06-01 20:52,30.56,2,in_store,
T005061,S03,2025-05-30 16:26,87.46,3,in_store,
T003138,S02,2025-05-16 13:31,24.28,2,in_store,
T005621,S04,2025-04-21 13:30,75.78,4,in_store,
T000603,S01,2025-04-24 20:49,17.42,1,online,
T002629,S02,2025-04-27 17:45,20.45,2,in_store,
T006615,S04,2025-05-22 11:43,45.2,3,in_store,
T000003,S01,2025-04-07 17:47,15.06,1,online,
T001112,S01,2025-05-09 12:31,29.69,2,in_store,
T001341,S01,2025-05-15 16:53,10.67,2,in_store,
T006323,S04,2025-05-12 11:37,25.71,2,online,
T008129,S05,2025-05-22 11:22,32.97,2,online,
T006698,S04,2025-05-25 18:51,90.46,5,online,
T003141,S02,2025-05-16 14:58,62.05,4,in_store,
T006576,S04,2025-05-20 10:05,14.84,1,in_store,
T002093,S02,2025-04-10 13:20,55.11,4,in_store,
T004356,S03,2025-05-07 18:03,69.42,3,in_store,
T004150,S03,2025-04-28 12:24,97.33,5,online,
T001501,S01,2025-05-19 17:11,44.13,3,in_store,
T003066,S02,2025-05-13 14:09,39.52,2,online,
T005743,S04,2025-04-25 12:55,48.34,2,in_store,
T005681,S04,2025-04-23 11:57,31.86,2,online,
T001755,S01,2025-05-25 18:38,32.43,2,in_store,
T000375,S01,2025-04-17 10:30,23.4,1,in_store,
T001477,S01,2025-05-18 10:44,65.4,4,in_store,
T001808,S01,2025-05-27 15:51,96.78,4,online,
T007466,S05,2025-04-26 10:34,50.33,3,in_store,
T005789,S04,2025-04-26 13:28,21.8,2,in_store,
T000429,S01,2025-04-18 17:33,40.98,2,in_store,
T000580,S01,2025-04-23 18:29,22.82,1,in_store,
T001207,S01,2025-05-11 13:50,83.48,6,online,
T003377,S02,2025-05-24 18:13,42.33,4,in_store,
T000407,S01,2025-04-18 10:27,49.59,5,in_store,
T001233,S01,2025-05-12 20:30,134.89,5,in_store,
T002766,S02,2025-05-03 18:04,58.24,5,online,
T001491,S01,2025-05-19 10:50,70.61,3,in_store,
T007291,S05,2025-04-20 13:26,24.04,1,in_store,
T007307,S05,2025-04-20 19:11,46.88,3,online,
T007519,S05,2025-04-28 11:20,70.58,4,online,
T008298,S05,2025-05-28 10:17,29.08,2,in_store,
T007425,S05,2025-04-24 09:17,55.21,4,online,
T004194,S03,2025-04-30 18:07,34.77,3,in_store,
T003443,S02,2025-05-26 18:46,37.67,2,online,
T002771,S02,2025-05-03 09:25,25.83,1,online,
T008196,S05,2025-05-24 20:58,76.42,4,in_store,
T002932,S02,2025-05-09 20:10,23.34,2,in_store,
T007435,S05,2025-04-25 12:47,51.8,2,online,
T000078,S01,2025-04-09 11:53,18.18,1,in_store,
T007280,S05,2025-04-19 14:19,37.02,3,in_store,
T003090,S02,2025-05-13 09:11,45.85,2,in_store,
T006539,S04,2025-05-19 18:45,76.06,5,in_store,
T001101,S01,2025-05-08 14:23,106.28,5,in_store,
T004766,S03,2025-05-18 13:35,59.64,3,online,
T001719,S01,2025-05-25 18:40,22.83,2,in_store,
T007948,S05,2025-05-14 20:06,30.84,2,in_store,
T007559,S05,2025-04-30 10:19,56.96,3,online,
T002354,S02,2025-04-18 11:37,93.27,5,in_store,
T002201,S02,2025-04-13 15:00,59.28,2,in_store,
T000340,S01,2025-04-16 16:16,96.44,4,in_store,
T005332,S04,2025-04-13 13:13,32.98,2,online,
T001080,S01,2025-05-08 11:31,46.69,3,in_store,
T006198,S04,2025-05-10 14:20,52.28,2,in_store,
T006302,S04,2025-05-12 20:24,57.65,2,in_store,
T005632,S04,2025-04-22 14:32,45.94,2,in_store,
T000985,S01,2025-05-05 16:41,30.6,2,online,
T001935,S01,2025-05-31 20:13,82.28,4,in_store,
T004897,S03,2025-05-24 16:19,75.28,5,in_store,
T000309,S01,2025-04-15 17:56,52.23,3,in_store,
T004834,S03,2025-05-21 13:15,19.13,1,in_store,
T001291,S01,2025-05-14 11:57,157.99,5,in_store,
T001042,S01,2025-05-07 14:01,26.75,2,in_store,
T000326,S01,2025-04-16 18:52,63.07,3,online,
T002630,S02,2025-04-27 15:51,16.68,1,online,
T006075,S04,2025-05-05 13:16,16.34,1,online,
T002038,S02,2025-04-07 13:21,20.77,2,online,
T008007,S05,2025-05-17 11:47,55.61,3,in_store,
T003590,S02,2025-05-31 14:11,135.69,5,in_store,
T005753,S04,2025-04-26 13:21,128.3,6,online,
T006272,S04,2025-05-11 16:58,55.88,2,in_store,
T006451,S04,2025-05-17 15:45,116.16,7,in_store,
T005258,S04,2025-04-11 10:05,22.39,1,in_store,
T003562,S02,2025-05-29 14:40,20.86,2,online,
T002568,S02,2025-04-25 13:54,46.73,2,online,
T007328,S05,2025-04-20 19:48,23.12,2,in_store,
T007738,S05,2025-05-06 12:53,45.53,3,in_store,
T003612,S02,2025-05-31 11:12,38.53,4,in_store,
T002474,S02,2025-04-22 10:46,58.15,3,in_store,
T006395,S04,2025-05-15 14:04,92.26,7,in_store,
T001117,S01,2025-05-09 20:00,26.95,2,in_store,
T007554,S05,2025-04-30 10:47,79.38,4,in_store,
T007172,S05,2025-04-16 14:57,57.69,3,in_store,
T005159,S04,2025-04-08 11:49,19.16,1,in_store,
T003010,S02,2025-05-11 13:23,83.55,4,in_store,
T000048,S01,2025-04-08 17:29,61.13,3,in_store,
T005494,S04,2025-04-18 13:43,54.96,3,online,
T003485,S02,2025-05-27 10:50,106.88,5,in_store,
T005755,S04,2025-04-26 17:32,14.11,1,in_store,
T000651,S01,2025-04-25 19:23,76.93,5,in_store,
T008092,S05,2025-05-21 17:16,69.96,3,online,
T000768,S01,2025-04-29 09:00,29.68,3,online,
T006239,S04,2025-05-11 10:50,17.36,1,in_store,
T006533,S04,2025-05-19 20:22,130.06,6,online,
T005507,S04,2025-04-18 18:33,40.93,2,in_store,
T006890,S04,2025-05-31 15:41,52.93,3,in_store,
T007652,S05,2025-05-04 18:25,70.04,3,in_store,
T004160,S03,2025-04-28 20:03,32.3,2,in_store,
T001912,S01,2025-05-30 10:56,69.43,5,in_store,
T001900,S01,2025-05-29 18:31,54.55,3,online,
T000670,S01,2025-04-26 20:50,68.48,4,in_store,
T008420,S05,2025-06-01 11:05,48.13,4,online,
T006914,S04,2025-05-31 11:43,116.08,5,online,
T006444,S04,2025-05-17 14:31,52.0,3,in_store,
T004843,S03,2025-05-21 14:20,61.52,3,in_store,
T004680,S03,2025-05-15 10:55,60.23,3,in_store,
T002005,S01,2025-06-01 18:45,26.8,3,in_store,
T002168,S02,2025-04-12 10:09,12.6,1,online,
T006150,S04,2025-05-08 11:19,20.8,2,in_store,
T001095,S01,2025-05-08 20:38,28.77,1,online,
T000002,S01,2025-04-07 11:39,102.55,5,in_store,
T003516,S02,2025-05-28 11:53,35.97,3,in_store,
T003503,S02,2025-05-27 18:27,65.84,3,in_store,
T003285,S02,2025-05-21 09:49,23.95,2,in_store,
T005810,S04,2025-04-27 10:01,13.23,1,in_store,
T001249,S01,2025-05-13 19:45,60.68,3,in_store,
T006251,S04,2025-05-11 17:23,90.17,4,online,
T001974,S01,2025-05-31 16:46,49.96,4,in_store,
T002002,S01,2025-06-01 10:11,35.34,2,online,
T001445,S01,2025-05-18 20:24,31.43,2,online,
T007591,S05,2025-05-01 18:16,43.73,2,online,
T006612,S04,2025-05-22 18:55,55.53,3,in_store,
T007097,S05,2025-04-13 10:58,67.65,4,in_store,
T004913,S03,2025-05-24 14:22,15.8,1,in_store,
T008372,S05,2025-05-31 15:22,56.84,2,in_store,
T003936,S03,2025-04-19 10:12,80.68,3,online,
T001168,S01,2025-05-10 14:20,94.3,4,in_store,
T007663,S05,2025-05-04 20:36,69.93,2,in_store,
T005294,S04,2025-04-12 17:58,32.44,1,in_store,
T003914,S03,2025-04-18 18:58,18.09,2,in_store,
T001459,S01,2025-05-18 16:28,47.92,2,in_store,
T008428,S05,2025-06-01 10:38,58.32,2,online,
T004043,S03,2025-04-23 16:44,25.43,1,in_store,
T006816,S04,2025-05-28 17:38,117.76,6,online,
T003128,S02,2025-05-15 18:30,64.41,3,online,
T004459,S03,2025-05-10 13:57,25.38,4,online,SPRING25
T007494,S05,2025-04-27 16:03,58.24,3,online,
T000914,S01,2025-05-03 15:25,56.66,3,in_store,
T007891,S05,2025-05-12 19:45,59.83,4,online,
T001026,S01,2025-05-06 17:01,62.01,2,online,
T007138,S05,2025-04-14 13:29,82.6,3,online,
T006222,S04,2025-05-10 10:36,109.72,5,in_store,
T001969,S01,2025-05-31 17:32,129.39,5,in_store,
T002279,S02,2025-04-16 09:39,15.13,1,online,
T007209,S05,2025-04-17 09:05,59.94,4,in_store,
T001451,S01,2025-05-18 17:04,40.34,2,in_store,
T000103,S01,2025-04-09 13:14,12.56,1,online,
T007909,S05,2025-05-13 16:36,73.14,3,in_store,
T002882,S02,2025-05-07 11:38,29.51,2,in_store,
T004269,S03,2025-05-03 12:50,65.25,4,online,
T001753,S01,2025-05-25 16:31,48.88,3,online,
T004296,S03,2025-05-04 11:42,44.99,3,online,
T001047,S01,2025-05-07 17:14,35.53,3,online,
T000366,S01,2025-04-17 10:54,9.39,1,in_store,
T001779,S01,2025-05-26 20:36,25.92,2,online,
T004799,S03,2025-05-20 13:23,51.94,2,in_store,
T003818,S03,2025-04-14 11:46,69.06,4,in_store,
T004240,S03,2025-05-02 09:23,21.72,1,in_store,
T008305,S05,2025-05-28 17:31,43.5,3,online,
T000710,S01,2025-04-27 19:45,101.25,4,online,
T003074,S02,2025-05-13 10:22,92.37,3,online,
T008413,S05,2025-06-01 19:55,82.9,5,online,
T000747,S01,2025-04-28 14:03,52.63,3,in_store,
T002788,S02,2025-05-03 15:17,39.75,2,online,
T001244,S01,2025-05-12 16:37,11.31,1,in_store,
T008091,S05,2025-05-20 12:21,43.16,3,in_store,
T001092,S01,2025-05-08 16:27,47.78,2,in_store,
T002937,S02,2025-05-09 17:54,41.8,3,in_store,
T000608,S01,2025-04-24 17:16,32.98,2,in_store,
T003699,S03,2025-04-08 16:55,25.11,2,in_store,
T006242,S04,2025-05-11 09:19,14.5,1,in_store,
T007848,S05,2025-05-10 19:25,19.83,1,online,
T001533,S01,2025-05-20 16:06,93.34,6,online,
T000054,S01,2025-04-08 19:35,57.89,5,in_store,
T003376,S02,2025-05-24 14:06,81.15,4,in_store,
T000409,S01,2025-04-18 20:41,32.28,2,online,
T006184,S04,2025-05-09 20:48,56.63,3,in_store,
T005747,S04,2025-04-25 20:47,90.17,5,in_store,
T001494,S01,2025-05-19 19:40,87.23,4,in_store,
T000270,S01,2025-04-14 12:03,96.69,5,in_store,
T001275,S01,2025-05-13 11:05,40.34,4,in_store,
T002519,S02,2025-04-24 20:53,33.69,2,in_store,
T004828,S03,2025-05-21 16:45,18.06,2,in_store,
T003817,S03,2025-04-14 13:38,47.89,3,online,
T002175,S02,2025-04-12 20:14,32.31,4,online,
T001305,S01,2025-05-14 09:13,112.72,5,online,
T008088,S05,2025-05-20 11:11,59.6,3,in_store,
T005421,S04,2025-04-16 18:09,88.29,5,online,
T007236,S05,2025-04-18 14:35,114.87,4,online,
T004479,S03,2025-05-10 10:10,83.44,4,in_store,SPRING25
T005437,S04,2025-04-16 16:07,54.47,3,online,
T005344,S04,2025-04-13 19:51,30.05,2,in_store,
T003218,S02,2025-05-18 17:31,56.35,2,in_store,
T002837,S02,2025-05-05 16:57,76.44,5,in_store,
T002677,S02,2025-04-29 13:13,59.96,5,in_store,
T007014,S05,2025-04-09 10:10,22.67,1,in_store,
T006130,S04,2025-05-07 19:24,68.21,5,in_store,
T002246,S02,2025-04-14 11:07,39.13,2,in_store,
T007627,S05,2025-05-03 13:42,55.47,3,in_store,
T007017,S05,2025-04-09 09:23,119.64,4,in_store,
T006784,S04,2025-05-27 13:51,65.76,4,in_store,
T005591,S04,2025-04-20 13:54,30.27,2,online,
T004741,S03,2025-05-17 10:24,73.29,4,online,
T004011,S03,2025-04-22 19:35,12.73,1,in_store,
T004923,S03,2025-05-25 17:32,43.38,3,in_store,
T001059,S01,2025-05-07 11:16,74.65,3,in_store,
T006911,S04,2025-05-31 11:53,113.35,4,in_store,
T000729,S01,2025-04-27 20:56,19.29,1,in_store,
T008310,S05,2025-05-28 17:28,24.01,1,in_store,
T005847,S04,2025-04-28 17:35,26.52,2,in_store,
T001735,S01,2025-05-25 14:15,63.16,4,online,
T007511,S05,2025-04-28 09:17,101.52,7,online,
T007972,S05,2025-05-15 09:46,64.11,4,online,
T006880,S04,2025-05-30 09:25,69.53,4,in_store,
T006993,S05,2025-04-08 13:32,57.47,3,in_store,
T003344,S02,2025-05-23 11:48,29.49,1,in_store,
T008319,S05,2025-05-29 13:41,33.69,3,online,
T006295,S04,2025-05-12 11:08,10.7,1,in_store,
T005571,S04,2025-04-20 15:32,85.45,9,online,
T002561,S02,2025-04-25 13:26,58.63,2,in_store,
T004458,S03,2025-05-10 18:01,70.7,6,in_store,
T004972,S03,2025-05-27 19:49,45.59,4,online,
T007761,S05,2025-05-07 17:10,40.63,2,in_store,
T001879,S01,2025-05-29 09:53,23.37,3,in_store,
T006553,S04,2025-05-20 20:58,67.76,4,in_store,
T007506,S05,2025-04-28 12:51,61.82,2,online,
T002905,S02,2025-05-08 15:03,45.78,2,in_store,
T003441,S02,2025-05-26 16:51,28.35,2,online,
T002089,S02,2025-04-10 09:40,42.8,4,in_store,
T000205,S01,2025-04-12 18:16,64.23,4,in_store,
T004716,S03,2025-05-17 13:45,35.39,3,online,
T007166,S05,2025-04-16 18:27,35.03,2,in_store,
T004982,S03,2025-05-27 09:47,24.67,1,online,
T005122,S04,2025-04-07 10:19,45.08,3,in_store,
T003912,S03,2025-04-18 12:50,40.31,3,in_store,
T006747,S04,2025-05-26 19:01,32.7,2,in_store,
T004271,S03,2025-05-04 13:07,35.13,3,in_store,
T004941,S03,2025-05-26 12:28,20.65,2,online,
T001527,S01,2025-05-19 17:11,51.02,3,in_store,
T005410,S04,2025-04-15 19:39,85.17,5,online,
T004552,S03,2025-05-11 13:45,98.65,6,in_store,SPRING25
T000161,S01,2025-04-11 09:18,64.61,4,online,
T002292,S02,2025-04-16 19:34,134.75,5,in_store,
T004365,S03,2025-05-07 18:23,13.31,1,in_store,
T005501,S04,2025-04-18 20:13,63.23,3,in_store,
T008124,S05,2025-05-22 19:52,30.11,3,online,
T002981,S02,2025-05-10 12:16,92.17,5,in_store,
T006609,S04,2025-05-22 18:38,81.08,3,in_store,
T003528,S02,2025-05-28 13:48,20.58,1,in_store,
T002144,S02,2025-04-11 13:49,75.71,3,in_store,
T007682,S05,2025-05-04 14:20,37.86,2,in_store,
T007981,S05,2025-05-16 10:53,32.35,2,in_store,
T004823,S03,2025-05-21 11:43,36.02,2,online,
T001783,S01,2025-05-26 20:05,56.38,3,in_store,
T004134,S03,2025-04-27 19:30,58.66,3,in_store,
T000543,S01,2025-04-22 11:38,82.71,3,in_store,
T001194,S01,2025-05-11 15:57,53.01,3,in_store,
T002762,S02,2025-05-03 14:08,59.61,2,in_store,
T002695,S02,2025-04-30 09:42,87.64,4,in_store,
T000763,S01,2025-04-28 19:09,87.77,3,in_store,
T000015,S01,2025-04-07 15:21,42.88,3,in_store,
T006707,S04,2025-05-25 15:14,89.9,5,in_store,
T007176,S05,2025-04-16 16:15,58.08,2,online,
T001060,S01,2025-05-07 10:44,60.91,4,in_store,
T003807,S03,2025-04-14 20:44,65.05,3,in_store,
T004020,S03,2025-04-23 09:46,158.71,5,in_store,
T001635,S01,2025-05-22 15:03,81.99,4,online,
T001620,S01,2025-05-22 20:54,28.86,1,in_store,
T000748,S01,2025-04-28 18:32,38.81,2,online,
T003767,S03,2025-04-12 18:52,10.85,1,online,
T003343,S02,2025-05-23 19:44,29.17,2,in_store,
T000319,S01,2025-04-15 13:56,30.6,2,in_store,
T001316,S01,2025-05-14 12:15,31.58,3,in_store,
T008112,S05,2025-05-21 14:54,41.09,3,in_store,
T008245,S05,2025-05-26 17:27,36.57,2,in_store,
T006728,S04,2025-05-25 14:24,42.31,2,in_store,
T003444,S02,2025-05-26 18:20,33.72,2,in_store,
T000169,S01,2025-04-11 19:53,30.22,2,online,
T001004,S01,2025-05-06 12:52,56.13,4,online,
T007118,S05,2025-04-13 10:33,36.27,3,online,
T006749,S04,2025-05-26 09:43,41.7,3,in_store,
T004248,S03,2025-05-02 15:34,80.48,4,online,
T006415,S04,2025-05-16 20:04,61.11,3,online,
T000588,S01,2025-04-23 17:51,42.69,3,online,
T007846,S05,2025-05-10 13:08,64.82,5,online,
T006225,S04,2025-05-10 12:52,11.58,1,online,
T003007,S02,2025-05-11 20:07,37.35,3,in_store,
T008264,S05,2025-05-27 20:09,6.09,1,online,
T005174,S04,2025-04-08 18:07,33.29,3,in_store,
T004338,S03,2025-05-06 10:12,59.39,3,in_store,
T004116,S03,2025-04-27 09:30,51.45,4,in_store,
T008364,S05,2025-05-30 16:02,36.62,3,in_store,
T004102,S03,2025-04-26 16:59,44.76,4,online,
T004423,S03,2025-05-09 12:20,53.1,2,in_store,
T004689,S03,2025-05-15 17:47,62.92,4,online,
T004509,S03,2025-05-10 16:58,96.16,7,in_store,SPRING25
T003835,S03,2025-04-15 20:47,24.22,2,in_store,
T002095,S02,2025-04-10 11:53,105.92,5,in_store,
T004747,S03,2025-05-17 09:46,20.34,1,online,
T001636,S01,2025-05-22 09:47,22.51,2,in_store,
T007598,S05,2025-05-02 19:40,27.57,2,online,
T006194,S04,2025-05-10 10:26,56.43,3,in_store,
T004902,S03,2025-05-24 16:58,70.31,3,in_store,
T005436,S04,2025-04-16 14:31,52.55,2,in_store,
T004725,S03,2025-05-17 20:38,55.82,3,in_store,
T004106,S03,2025-04-26 16:15,63.62,6,in_store,
T002601,S02,2025-04-26 19:27,65.05,3,in_store,
T006600,S04,2025-05-21 11:28,25.26,3,online,
T000688,S01,2025-04-26 14:44,27.41,2,online,
T006029,S04,2025-05-04 13:36,50.46,2,online,
T002496,S02,2025-04-23 09:15,45.48,2,in_store,
T007611,S05,2025-05-02 14:34,46.1,2,in_store,
T005972,S04,2025-05-02 13:46,21.43,1,in_store,
T001378,S01,2025-05-16 20:05,88.37,4,in_store,
T004691,S03,2025-05-16 11:14,37.9,2,online,
T007536,S05,2025-04-29 19:15,180.35,6,in_store,
T008019,S05,2025-05-18 13:57,28.47,2,online,
T002759,S02,2025-05-02 20:55,41.14,3,in_store,
T006493,S04,2025-05-18 13:00,35.16,2,online,
T007367,S05,2025-04-22 16:03,58.97,2,online,
T001392,S01,2025-05-17 19:08,47.35,2,in_store,
T004496,S03,2025-05-10 10:40,84.12,4,in_store,SPRING25
T002286,S02,2025-04-16 18:38,81.02,4,in_store,
T007456,S05,2025-04-26 20:21,128.68,6,in_store,
T000853,S01,2025-05-01 18:10,26.64,2,online,
T008242,S05,2025-05-26 16:54,14.26,1,in_store,
T001973,S01,2025-05-31 15:58,86.68,5,in_store,
T002589,S02,2025-04-26 19:47,83.64,3,in_store,
T001949,S01,2025-05-31 10:07,77.99,4,online,
T000145,S01,2025-04-11 11:40,57.3,3,in_store,
T005475,S04,2025-04-17 10:22,105.58,5,in_store,
T001644,S01,2025-05-23 14:37,33.15,2,online,
T004414,S03,2025-05-09 20:53,38.2,3,online,
T001751,S01,2025-05-25 19:21,49.04,3,online,
T000222,S01,2025-04-13 18:57,16.74,1,online,
T000028,S01,2025-04-07 17:43,37.13,3,online,
T001235,S01,2025-05-12 18:34,37.17,2,online,
T005977,S04,2025-05-03 14:41,38.44,4,online,
T005549,S04,2025-04-19 09:54,36.94,3,in_store,
T001823,S01,2025-05-27 19:52,37.46,3,in_store,
T002165,S02,2025-04-12 18:14,13.29,2,in_store,
T005302,S04,2025-04-12 20:36,129.83,5,online,
T000971,S01,2025-05-05 14:37,25.98,2,in_store,
T007257,S05,2025-04-19 14:49,34.82,3,online,
T002794,S02,2025-05-04 13:06,69.79,5,online,
T002996,S02,2025-05-11 19:35,78.05,4,in_store,
T004376,S03,2025-05-08 09:00,61.4,3,online,
T006299,S04,2025-05-12 10:31,68.41,4,online,
T007192,S05,2025-04-16 20:13,24.92,2,online,
T002976,S02,2025-05-10 11:17,34.31,3,in_store,
T000686,S01,2025-04-26 19:38,54.61,3,in_store,
T005140,S04,2025-04-07 11:08,32.9,2,in_store,
T004272,S03,2025-05-04 09:08,40.66,6,online,
T001831,S01,2025-05-28 18:22,42.71,3,in_store,
T004284,S03,2025-05-04 15:15,47.53,2,in_store,
T001824,S01,2025-05-27 11:21,69.21,5,in_store,
T002565,S02,2025-04-25 15:27,97.97,6,in_store,
T001668,S01,2025-05-23 15:11,47.17,3,online,
T005170,S04,2025-04-08 10:13,24.62,4,online,
T005389,S04,2025-04-15 11:27,10.68,1,in_store,
T007629,S05,2025-05-03 18:37,173.59,6,in_store,
T004224,S03,2025-05-01 15:16,28.69,2,in_store,
T001365,S01,2025-05-16 10:21,102.35,7,in_store,
T007401,S05,2025-04-24 20:53,70.97,2,in_store,
T000671,S01,2025-04-26 17:15,60.1,4,online,
T005890,S04,2025-04-29 17:38,19.15,1,online,
T003230,S02,2025-05-19 15:48,32.78,3,in_store,
T004988,S03,2025-05-27 12:42,137.11,6,in_store,
T002727,S02,2025-05-01 11:12,90.54,5,in_store,
T007984,S05,2025-05-16 20:09,40.5,2,in_store,
T003849,S03,2025-04-15 14:28,49.01,3,in_store,
T005350,S04,2025-04-13 11:52,41.68,2,in_store,
T003206,S02,2025-05-18 14:15,20.5,1,in_store,
T001577,S01,2025-05-21 11:29,53.18,4,online,
T005578,S04,2025-04-20 17:30,83.91,4,online,
T005439,S04,2025-04-16 18:32,18.59,1,in_store,
T004132,S03,2025-04-27 11:03,41.07,3,online,
T002735,S02,2025-05-02 19:26,50.29,2,in_store,
T000396,S01,2025-04-17 19:07,35.71,3,in_store,
T006940,S04,2025-06-01 18:22,97.4,4,in_store,
T006452,S04,2025-05-17 13:59,19.92,2,online,
T005715,S04,2025-04-24 15:48,26.93,1,in_store,
T004241,S03,2025-05-02 12:56,70.72,4,in_store,
T004859,S03,2025-05-22 10:45,18.78,1,in_store,
T000243,S01,2025-04-13 10:08,65.6,2,in_store,
T005040,S03,2025-05-29 18:12,46.79,3,in_store,
T006646,S04,2025-05-23 15:52,53.06,4,online,
T001911,S01,2025-05-30 13:25,103.28,5,in_store,
T002586,S02,2025-04-26 16:14,67.93,3,online,
T004428,S03,2025-05-09 10:14,95.89,5,in_store,
T003284,S02,2025-05-21 11:46,89.87,4,in_store,
T004268,S03,2025-05-03 09:14,57.2,3,in_store,
T003520,S02,2025-05-28 17:06,33.49,2,in_store,
T006771,S04,2025-05-27 13:36,56.88,3,online,
T006685,S04,2025-05-24 19:59,37.33,5,in_store,
T004554,S03,2025-05-11 19:39,19.5,3,in_store,SPRING25
T006280,S04,2025-05-11 19:50,53.9,3,online,
T007614,S05,2025-05-02 11:56,102.39,5,online,
T006183,S04,2025-05-09 18:44,86.47,4,in_store,
T004311,S03,2025-05-05 14:26,13.52,1,online,
T008456,S09,2025-04-11 11:55,95.83,6,in_store,
T001850,S01,2025-05-28 12:59,16.43,1,in_store,
T004722,S03,2025-05-17 14:28,15.88,1,in_store,
T000459,S01,2025-04-19 17:52,21.65,2,in_store,
T005768,S04,2025-04-26 10:12,43.14,2,online,
T001982,S01,2025-06-01 14:17,81.74,3,in_store,
T004358,S03,2025-05-07 20:07,106.11,5,in_store,
T004083,S03,2025-04-25 12:04,38.01,2,in_store,
T000980,S01,2025-05-05 16:40,97.21,4,online,
T002621,S02,2025-04-27 13:56,12.06,1,in_store,
T004783,S03,2025-05-19 20:15,39.37,2,in_store,
T005794,S04,2025-04-27 18:19,63.11,3,in_store,
T008391,S05,2025-05-31 09:15,75.31,3,in_store,
T005606,S04,2025-04-21 12:38,64.4,3,online,
T001854,S01,2025-05-28 14:12,26.76,3,in_store,
T003194,S02,2025-05-18 19:55,24.0,1,online,
T006473,S04,2025-05-17 14:30,59.21,2,online,
T005736,S04,2025-04-25 09:59,57.78,3,in_store,
T001880,S01,2025-05-29 12:41,44.06,2,in_store,
