shift_id,store_id,employee_id,date,hours_worked,role
SH001936,S05,S05-E10,2025-05-03,7.9,stock
SH001300,S04,S04-E03,2025-04-23,6.4,manager
SH001270,S04,S04-E02,2025-05-04,7.3,manager
SH001587,S05,S05-E01,2025-05-11,6.6,cashier
SH000277,S01,S01-E07,2025-05-25,7.2,stock
SH000897,S03,S03-E03,2025-04-28,5.5,stock
SH001127,S03,S03-E08,2025-05-17,6.0,cashier
SH001470,S04,S04-E08,2025-05-01,7.0,stock
SH000698,S02,S02-E08,2025-05-09,6.7,stock
SH000300,S01,S01-E08,2025-04-29,6.0,manager
SH001753,S05,S05-E05,2025-05-24,8.7,cashier
SH000541,S02,S02-E04,2025-05-08,7.6,cashier
SH000482,S02,S02-E03,2025-04-23,7.1,cashier
SH000822,S03,S03-E01,2025-05-12,6.9,manager
SH000190,S01,S01-E05,2025-05-11,9.4,cashier
SH001886,S05,S05-E09,2025-04-18,7.4,cashier
SH001591,S05,S05-E01,2025-05-16,6.1,cashier
SH001832,S05,S05-E07,2025-05-25,6.0,stock
SH001523,S04,S04-E10,2025-04-08,6.6,stock
SH001632,S05,S05-E02,2025-05-25,8.4,manager
SH000757,S02,S02-E09,2025-05-28,6.9,cashier
SH001421,S04,S04-E07,2025-04-08,7.7,stock
SH001810,S05,S05-E07,2025-04-20,5.8,stock
SH000818,S03,S03-E01,2025-05-08,7.8,manager
SH000801,S03,S03-E01,2025-04-17,6.1,manager
SH001373,S04,S04-E05,2025-05-01,8.7,stock
SH001604,S05,S05-E02,2025-04-11,7.2,manager
SH001788,S05,S05-E06,2025-05-18,7.6,manager
SH000272,S01,S01-E07,2025-05-16,7.0,stock
SH000444,S02,S02-E02,2025-04-29,5.8,manager
SH000445,S02,S02-E02,2025-04-30,8.0,manager
SH000326,S01,S01-E09,2025-04-17,6.5,manager
SH000754,S02,S02-E09,2025-05-25,7.8,cashier
SH001374,S04,S04-E05,2025-05-03,6.8,stock
SH001244,S04,S04-E01,2025-05-26,8.3,cashier
SH000791,S02,S02-E10,2025-05-28,7.8,stock
SH000338,S01,S01-E09,2025-04-30,6.0,manager
SH000594,S02,S02-E06,2025-04-07,7.7,stock
SH000857,S03,S03-E02,2025-05-04,8.2,stock
SH001157,S03,S03-E09,2025-05-14,5.4,cashier
SH001565,S05,S05-E01,2025-04-10,7.5,cashier
SH000505,S02,S02-E03,2025-05-18,8.3,cashier
SH001420,S04,S04-E07,2025-04-07,9.1,stock
SH001928,S05,S05-E10,2025-04-25,7.2,stock
SH001728,S05,S05-E05,2025-04-16,8.1,cashier
SH000786,S02,S02-E10,2025-05-19,7.2,stock
SH000079,S01,S01-E02,2025-05-28,5.9,cashier
SH001160,S03,S03-E09,2025-05-17,7.4,cashier
SH001656,S05,S05-E03,2025-05-03,6.6,cashier
SH001256,S04,S04-E02,2025-04-15,6.4,manager
SH001542,S04,S04-E10,2025-05-02,8.5,stock
SH001262,S04,S04-E02,2025-04-26,7.8,manager
SH001504,S04,S04-E09,2025-04-30,7.1,cashier
SH001034,S03,S03-E06,2025-05-08,8.9,stock
SH001827,S05,S05-E07,2025-05-19,7.7,stock
SH000160,S01,S01-E04,2025-05-31,7.9,stock
SH000174,S01,S01-E05,2025-04-24,6.7,cashier
SH001153,S03,S03-E09,2025-05-05,7.1,cashier
SH000615,S02,S02-E06,2025-05-09,6.1,stock
SH001311,S04,S04-E03,2025-05-09,9.3,manager
SH000928,S03,S03-E04,2025-04-08,6.8,manager
SH000966,S03,S03-E04,2025-05-27,6.2,manager
SH000282,S01,S01-E07,2025-05-31,7.8,stock
SH001895,S05,S05-E09,2025-05-02,6.1,cashier
SH000421,S02,S02-E01,2025-05-21,9.4,manager
SH001857,S05,S05-E08,2025-05-02,7.0,stock
SH001969,S09,S09-E01,2025-04-25,7.2,cashier
SH000082,S01,S01-E02,2025-06-01,7.2,cashier
SH000764,S02,S02-E10,2025-04-15,5.7,stock
SH001248,S04,S04-E01,2025-05-30,6.6,cashier
SH001666,S05,S05-E03,2025-05-16,7.0,cashier
SH000193,S01,S01-E05,2025-05-18,5.8,cashier
SH001094,S03,S03-E07,2025-05-28,9.4,cashier
SH001221,S04,S04-E01,2025-04-19,6.8,cashier
SH000546,S02,S02-E04,2025-05-21,6.6,cashier
SH001899,S05,S05-E09,2025-05-06,7.7,cashier
SH000388,S02,S02-E01,2025-04-08,7.6,manager
SH000830,S03,S03-E01,2025-05-23,7.4,manager
SH000574,S02,S02-E05,2025-05-07,9.1,cashier
SH000728,S02,S02-E09,2025-04-19,6.9,cashier
SH001842,S05,S05-E08,2025-04-09,7.3,stock
SH000640,S02,S02-E07,2025-04-14,5.0,cashier
SH000896,S03,S03-E03,2025-04-27,8.8,stock
SH000332,S01,S01-E09,2025-04-23,5.5,manager
SH000819,S03,S03-E01,2025-05-09,6.4,manager
SH000169,S01,S01-E05,2025-04-17,8.0,cashier
SH001520,S04,S04-E09,2025-05-28,7.9,cashier
SH000660,S02,S02-E07,2025-05-13,7.3,cashier
SH001367,S04,S04-E05,2025-04-23,6.2,stock
SH000597,S02,S02-E06,2025-04-10,7.8,stock
SH000373,S01,S01-E10,2025-05-08,8.1,stock
SH001125,S03,S03-E08,2025-05-15,7.7,cashier
SH001223,S04,S04-E01,2025-04-22,4.8,cashier
SH000148,S01,S01-E04,2025-05-16,6.2,stock
SH001394,S04,S04-E06,2025-04-15,7.8,stock
SH000699,S02,S02-E08,2025-05-10,7.2,stock
SH000777,S02,S02-E10,2025-05-09,6.5,stock
SH000050,S01,S01-E02,2025-04-15,6.8,cashier
SH001429,S04,S04-E07,2025-04-20,6.2,stock
SH001620,S05,S05-E02,2025-05-03,5.1,manager
SH001068,S03,S03-E07,2025-04-27,7.4,cashier
SH001214,S04,S04-E01,2025-04-10,8.2,cashier
SH000746,S02,S02-E09,2025-05-14,7.8,cashier
SH001711,S05,S05-E04,2025-05-23,7.0,cashier
SH001909,S05,S05-E09,2025-05-21,6.7,cashier
SH001449,S04,S04-E07,2025-05-25,5.5,stock
SH000508,S02,S02-E03,2025-05-21,5.3,cashier
SH000970,S03,S03-E05,2025-04-12,7.9,stock
SH000134,S01,S01-E04,2025-04-24,7.8,stock
SH001544,S04,S04-E10,2025-05-05,6.7,stock
SH001825,S05,S05-E07,2025-05-13,8.2,stock
SH001727,S05,S05-E05,2025-04-15,8.0,cashier
SH000059,S01,S01-E02,2025-04-30,9.5,cashier
SH000848,S03,S03-E02,2025-04-21,7.2,stock
SH001576,S05,S05-E01,2025-04-26,7.6,cashier
SH001712,S05,S05-E04,2025-05-24,6.5,cashier
SH001365,S04,S04-E05,2025-04-18,6.9,stock
SH000260,S01,S01-E07,2025-04-28,8.1,stock
SH000562,S02,S02-E05,2025-04-20,7.8,cashier
SH001113,S03,S03-E08,2025-04-27,6.5,cashier
SH001715,S05,S05-E04,2025-05-27,6.2,cashier
SH001505,S04,S04-E09,2025-05-03,5.5,cashier
SH001005,S03,S03-E05,2025-05-25,6.7,stock
SH000837,S03,S03-E02,2025-04-07,7.7,stock
SH000470,S02,S02-E02,2025-05-31,5.8,manager
SH000179,S01,S01-E05,2025-04-29,6.7,cashier
SH000716,S02,S02-E08,2025-05-29,8.4,stock
SH001630,S05,S05-E02,2025-05-23,7.7,manager
SH000135,S01,S01-E04,2025-04-25,5.7,stock
SH000581,S02,S02-E05,2025-05-15,7.9,cashier
SH000567,S02,S02-E05,2025-04-26,5.4,cashier
SH001912,S05,S05-E09,2025-05-26,6.1,cashier
SH001777,S05,S05-E06,2025-05-04,6.8,manager
SH001533,S04,S04-E10,2025-04-21,7.2,stock
SH001040,S03,S03-E06,2025-05-16,8.8,stock
SH000018,S01,S01-E01,2025-05-02,7.2,stock
SH001035,S03,S03-E06,2025-05-11,7.3,stock
SH001963,S03,S03-TEMP02,2025-05-11,5.8,temp
SH001589,S05,S05-E01,2025-05-14,5.5,cashier
SH001413,S04,S04-E06,2025-05-22,6.3,stock
SH000652,S02,S02-E07,2025-05-01,7.4,cashier
SH001432,S04,S04-E07,2025-04-23,9.2,stock
SH001568,S05,S05-E01,2025-04-13,7.8,cashier
SH000565,S02,S02-E05,2025-04-24,6.5,cashier
SH000466,S02,S02-E02,2025-05-25,6.9,manager
SH001409,S04,S04-E06,2025-05-09,7.0,stock
SH000869,S03,S03-E02,2025-05-21,7.0,stock
SH001602,S05,S05-E02,2025-04-07,8.6,manager
SH000348,S01,S01-E09,2025-05-17,6.8,manager
SH000254,S01,S01-E07,2025-04-21,7.8,stock
SH000003,S01,S01-E01,2025-04-11,6.4,stock
SH001133,S03,S03-E08,2025-05-29,6.9,cashier
SH000005,S01,S01-E01,2025-04-17,5.9,stock
SH000750,S02,S02-E09,2025-05-20,7.5,cashier
SH000523,S02,S02-E04,2025-04-17,5.6,cashier
SH000665,S02,S02-E07,2025-05-20,6.8,cashier
SH000883,S03,S03-E03,2025-04-09,7.9,stock
SH001779,S05,S05-E06,2025-05-06,6.8,manager
SH000842,S03,S03-E02,2025-04-12,6.9,stock
SH001944,S05,S05-E10,2025-05-14,7.0,stock
SH001436,S04,S04-E07,2025-04-30,8.1,stock
SH001902,S05,S05-E09,2025-05-10,6.9,cashier
SH001205,S03,S03-E10,2025-05-23,7.7,cashier
SH001522,S04,S04-E09,2025-06-01,6.1,cashier
SH000270,S01,S01-E07,2025-05-14,7.8,stock
SH000327,S01,S01-E09,2025-04-18,6.3,manager
SH001392,S04,S04-E06,2025-04-12,6.8,stock
SH001871,S05,S05-E08,2025-05-21,6.8,stock
SH000573,S02,S02-E05,2025-05-06,7.5,cashier
SH001853,S05,S05-E08,2025-04-26,7.0,stock
SH000244,S01,S01-E07,2025-04-07,7.5,stock
SH000622,S02,S02-E06,2025-05-18,6.7,stock
SH000983,S03,S03-E05,2025-04-27,7.3,stock
SH001064,S03,S03-E07,2025-04-22,7.0,cashier
SH001447,S04,S04-E07,2025-05-23,7.1,stock
SH001679,S05,S05-E04,2025-04-13,6.3,cashier
SH000117,S01,S01-E03,2025-05-29,8.7,stock
SH001298,S04,S04-E03,2025-04-20,5.6,manager
SH000525,S02,S02-E04,2025-04-19,9.0,cashier
SH000636,S02,S02-E07,2025-04-09,6.7,cashier
SH000785,S02,S02-E10,2025-05-18,8.0,stock
SH001686,S05,S05-E04,2025-04-20,7.0,cashier
SH001521,S04,S04-E09,2025-05-29,5.8,cashier
SH000682,S02,S02-E08,2025-04-12,5.8,stock
SH000200,S01,S01-E05,2025-05-29,5.4,cashier
SH001174,S03,S03-E10,2025-04-11,5.9,cashier
SH001935,S05,S05-E10,2025-05-02,5.4,stock
SH001371,S04,S04-E05,2025-04-29,6.9,stock
SH001322,S04,S04-E03,2025-05-29,8.4,manager
SH001323,S04,S04-E03,2025-05-31,6.0,manager
SH000609,S02,S02-E06,2025-05-01,6.9,stock
SH000718,S02,S02-E08,2025-05-31,6.6,stock
SH001052,S03,S03-E06,2025-06-01,9.0,stock
SH001380,S04,S04-E05,2025-05-10,5.7,stock
SH001465,S04,S04-E08,2025-04-26,6.8,stock
SH000925,S03,S03-E03,2025-05-31,9.2,stock
SH001578,S05,S05-E01,2025-04-28,6.6,cashier
SH000280,S01,S01-E07,2025-05-29,7.1,stock
SH001154,S03,S03-E09,2025-05-10,6.8,cashier
SH001000,S03,S03-E05,2025-05-17,8.3,stock
SH001150,S03,S03-E09,2025-05-02,8.2,cashier
SH000029,S01,S01-E01,2025-05-16,4.8,stock
SH001771,S05,S05-E06,2025-04-24,7.3,manager
SH000335,S01,S01-E09,2025-04-26,7.3,manager
SH000759,S02,S02-E09,2025-06-01,6.3,cashier
SH000415,S02,S02-E01,2025-05-13,5.6,manager
SH001330,S04,S04-E04,2025-04-16,7.5,stock
SH001331,S04,S04-E04,2025-04-17,7.2,stock
SH001952,S05,S05-E10,2025-05-26,4.3,stock
SH000755,S02,S02-E09,2025-05-26,7.1,cashier
SH000115,S01,S01-E03,2025-05-27,7.6,stock
SH001977,S09,S09-E01,2025-04-26,6.3,cashier
SH000522,S02,S02-E04,2025-04-14,5.7,cashier
SH000987,S03,S03-E05,2025-05-02,6.6,stock
SH000409,S02,S02-E01,2025-05-07,8.1,manager
SH001931,S05,S05-E10,2025-04-28,7.2,stock
SH000840,S03,S03-E02,2025-04-10,7.3,stock
SH001271,S04,S04-E02,2025-05-05,8.3,manager
SH001260,S04,S04-E02,2025-04-20,7.7,manager
SH000072,S01,S01-E02,2025-05-17,8.6,cashier
SH000593,S02,S02-E05,2025-06-01,5.8,cashier
SH001714,S05,S05-E04,2025-05-26,6.4,cashier
SH000110,S01,S01-E03,2025-05-18,7.9,stock
SH001646,S05,S05-E03,2025-04-18,6.4,cashier
SH000655,S02,S02-E07,2025-05-07,6.0,cashier
SH001455,S04,S04-E08,2025-04-07,7.5,stock
SH000863,S03,S03-E02,2025-05-13,6.3,stock
SH000464,S02,S02-E02,2025-05-23,8.3,manager
SH001851,S05,S05-E08,2025-04-23,7.3,stock
SH000991,S03,S03-E05,2025-05-06,5.3,stock
SH000827,S03,S03-E01,2025-05-17,6.0,manager
SH001033,S03,S03-E06,2025-05-07,7.8,stock
SH001752,S05,S05-E05,2025-05-23,6.4,cashier
SH000761,S02,S02-E10,2025-04-08,6.6,stock
SH001345,S04,S04-E04,2025-05-09,6.5,stock
SH001422,S04,S04-E07,2025-04-10,9.6,stock
SH000828,S03,S03-E01,2025-05-20,8.9,manager
SH001566,S05,S05-E01,2025-04-11,7.3,cashier
SH001807,S05,S05-E07,2025-04-17,8.5,stock
SH000954,S03,S03-E04,2025-05-11,6.4,manager
SH000487,S02,S02-E03,2025-04-30,5.4,cashier
SH000460,S02,S02-E02,2025-05-17,8.5,manager
SH001016,S03,S03-E06,2025-04-14,6.3,stock
SH001024,S03,S03-E06,2025-04-26,5.3,stock
SH000184,S01,S01-E05,2025-05-04,7.5,cashier
SH000603,S02,S02-E06,2025-04-20,6.0,stock
SH000375,S01,S01-E10,2025-05-11,7.9,stock
SH001639,S05,S05-E03,2025-04-07,7.7,cashier
SH001171,S03,S03-E10,2025-04-08,7.8,cashier
SH001882,S05,S05-E09,2025-04-12,5.8,cashier
SH000418,S02,S02-E01,2025-05-17,7.4,manager
SH000876,S03,S03-E02,2025-05-28,7.2,stock
SH001577,S05,S05-E01,2025-04-27,7.8,cashier
SH000416,S02,S02-E01,2025-05-14,5.4,manager
SH001149,S03,S03-E09,2025-04-28,9.7,cashier
SH001135,S03,S03-E08,2025-06-01,5.4,cashier
SH001564,S05,S05-E01,2025-04-09,7.5,cashier
SH001212,S04,S04-E01,2025-04-08,8.5,cashier
SH001184,S03,S03-E10,2025-04-27,7.2,cashier
SH001830,S05,S05-E07,2025-05-22,7.7,stock
SH001263,S04,S04-E02,2025-04-27,9.8,manager
SH000061,S01,S01-E02,2025-05-03,7.1,cashier
SH001302,S04,S04-E03,2025-04-25,7.0,manager
SH000687,S02,S02-E08,2025-04-17,5.6,stock
SH000379,S01,S01-E10,2025-05-19,5.9,stock
SH000315,S01,S01-E08,2025-05-24,7.4,manager
SH000473,S02,S02-E03,2025-04-11,6.5,cashier
SH001694,S05,S05-E04,2025-04-29,7.9,cashier
SH001700,S05,S05-E04,2025-05-06,6.1,cashier
SH000809,S03,S03-E01,2025-04-26,7.4,manager
SH000560,S02,S02-E05,2025-04-16,7.9,cashier
SH001650,S05,S05-E03,2025-04-25,7.1,cashier
SH001056,S03,S03-E07,2025-04-13,6.5,cashier
SH001165,S03,S03-E09,2025-05-25,6.9,cashier
SH000910,S03,S03-E03,2025-05-12,5.0,stock
SH000098,S01,S01-E03,2025-05-03,6.5,stock
SH000705,S02,S02-E08,2025-05-18,7.1,stock
SH000726,S02,S02-E09,2025-04-16,8.1,cashier
SH000548,S02,S02-E04,2025-05-24,6.8,cashier
SH001607,S05,S05-E02,2025-04-14,5.9,manager
SH001947,S05,S05-E10,2025-05-20,6.1,stock
SH000611,S02,S02-E06,2025-05-04,5.5,stock
SH001584,S05,S05-E01,2025-05-08,8.3,cashier
SH000309,S01,S01-E08,2025-05-11,6.0,manager
SH001884,S05,S05-E09,2025-04-16,7.3,cashier
SH000550,S02,S02-E04,2025-05-28,6.7,cashier
SH001448,S04,S04-E07,2025-05-24,5.9,stock
SH001363,S04,S04-E05,2025-04-16,9.3,stock
SH000748,S02,S02-E09,2025-05-17,6.0,cashier
SH000109,S01,S01-E03,2025-05-17,6.5,stock
SH000001,S01,S01-E01,2025-04-08,6.5,stock
SH001112,S03,S03-E08,2025-04-26,6.5,cashier
SH000650,S02,S02-E07,2025-04-29,6.2,cashier
SH001324,S04,S04-E03,2025-06-01,5.9,manager
SH000372,S01,S01-E10,2025-05-07,6.5,stock
SH001131,S03,S03-E08,2025-05-26,6.6,cashier
SH001329,S04,S04-E04,2025-04-14,7.6,stock
SH001754,S05,S05-E05,2025-05-25,6.0,cashier
SH000095,S01,S01-E03,2025-04-27,6.6,stock
SH001002,S03,S03-E05,2025-05-21,7.9,stock
SH001643,S05,S05-E03,2025-04-14,7.2,cashier
SH000269,S01,S01-E07,2025-05-13,6.7,stock
SH000974,S03,S03-E05,2025-04-16,6.4,stock
SH000392,S02,S02-E01,2025-04-13,5.2,manager
SH000139,S01,S01-E04,2025-05-01,7.7,stock
SH001361,S04,S04-E05,2025-04-11,7.7,stock
SH000578,S02,S02-E05,2025-05-12,6.5,cashier
SH001555,S04,S04-E10,2025-05-24,6.9,stock
SH001139,S03,S03-E09,2025-04-13,5.1,cashier
SH001032,S03,S03-E06,2025-05-06,7.3,stock
SH000158,S01,S01-E04,2025-05-28,7.8,stock
SH000015,S01,S01-E01,2025-04-28,6.9,stock
SH001671,S05,S05-E03,2025-05-25,6.5,cashier
SH000592,S02,S02-E05,2025-05-31,8.5,cashier
SH000607,S02,S02-E06,2025-04-26,6.9,stock
SH000094,S01,S01-E03,2025-04-26,6.4,stock
SH000220,S01,S01-E06,2025-05-01,6.0,stock
SH000231,S01,S01-E06,2025-05-15,7.7,stock
SH000832,S03,S03-E01,2025-05-27,8.5,manager
SH001352,S04,S04-E04,2025-05-27,6.2,stock
SH000666,S02,S02-E07,2025-05-21,5.6,cashier
SH000381,S01,S01-E10,2025-05-22,5.5,stock
SH001872,S05,S05-E08,2025-05-22,6.8,stock
SH000637,S02,S02-E07,2025-04-10,5.9,cashier
SH000324,S01,S01-E09,2025-04-13,6.3,manager
SH001245,S04,S04-E01,2025-05-27,8.4,cashier
SH001015,S03,S03-E06,2025-04-12,7.1,stock
SH000514,S02,S02-E03,2025-05-31,5.9,cashier
SH001570,S05,S05-E01,2025-04-15,7.1,cashier
SH001419,S04,S04-E06,2025-05-31,7.1,stock
SH000908,S03,S03-E03,2025-05-10,5.3,stock
SH000709,S02,S02-E08,2025-05-22,5.5,stock
SH000540,S02,S02-E04,2025-05-07,6.7,cashier
SH001104,S03,S03-E08,2025-04-13,8.1,cashier
SH001240,S04,S04-E01,2025-05-21,8.8,cashier
SH001092,S03,S03-E07,2025-05-25,5.5,cashier
SH000972,S03,S03-E05,2025-04-14,6.1,stock
SH000007,S01,S01-E01,2025-04-19,7.6,stock
SH000673,S02,S02-E07,2025-05-28,5.4,cashier
SH001255,S04,S04-E02,2025-04-14,6.3,manager
SH001251,S04,S04-E02,2025-04-08,7.1,manager
SH001785,S05,S05-E06,2025-05-14,7.3,manager
SH001067,S03,S03-E07,2025-04-26,7.2,cashier
SH001517,S04,S04-E09,2025-05-24,6.9,cashier
SH000512,S02,S02-E03,2025-05-26,5.8,cashier
SH000656,S02,S02-E07,2025-05-08,6.0,cashier
SH000643,S02,S02-E07,2025-04-18,9.0,cashier
SH001786,S05,S05-E06,2025-05-15,5.8,manager
SH001402,S04,S04-E06,2025-04-25,7.4,stock
SH000667,S02,S02-E07,2025-05-22,6.9,cashier
SH000798,S03,S03-E01,2025-04-13,7.6,manager
SH001273,S04,S04-E02,2025-05-07,8.1,manager
SH000476,S02,S02-E03,2025-04-16,9.0,cashier
SH000905,S03,S03-E03,2025-05-06,5.2,stock
SH001896,S05,S05-E09,2025-05-03,6.2,cashier
SH000412,S02,S02-E01,2025-05-10,6.4,manager
SH000235,S01,S01-E06,2025-05-20,6.1,stock
SH001918,S05,S05-E10,2025-04-14,7.7,stock
SH000278,S01,S01-E07,2025-05-26,9.7,stock
SH001550,S04,S04-E10,2025-05-11,6.7,stock
SH000067,S01,S01-E02,2025-05-11,3.7,cashier
SH000545,S02,S02-E04,2025-05-17,6.5,cashier
SH001774,S05,S05-E06,2025-05-01,7.0,manager
SH000729,S02,S02-E09,2025-04-20,7.8,cashier
SH000788,S02,S02-E10,2025-05-21,6.1,stock
SH000312,S01,S01-E08,2025-05-18,7.2,manager
SH000964,S03,S03-E04,2025-05-24,6.5,manager
SH001118,S03,S03-E08,2025-05-06,5.2,cashier
SH000805,S03,S03-E01,2025-04-21,6.4,manager
SH000091,S01,S01-E03,2025-04-20,7.9,stock
SH001628,S05,S05-E02,2025-05-20,4.5,manager
SH000800,S03,S03-E01,2025-04-16,7.0,manager
SH001377,S04,S04-E05,2025-05-06,7.9,stock
SH000531,S02,S02-E04,2025-04-27,5.5,cashier
SH001071,S03,S03-E07,2025-05-02,7.5,cashier
SH001099,S03,S03-E08,2025-04-08,9.1,cashier
SH001601,S05,S05-E01,2025-05-31,6.0,cashier
SH000638,S02,S02-E07,2025-04-11,7.1,cashier
SH000860,S03,S03-E02,2025-05-07,7.5,stock
SH000870,S03,S03-E02,2025-05-22,5.2,stock
SH000266,S01,S01-E07,2025-05-10,7.2,stock
SH001333,S04,S04-E04,2025-04-21,6.9,stock
SH001651,S05,S05-E03,2025-04-27,8.3,cashier
SH001770,S05,S05-E06,2025-04-23,7.4,manager
SH001375,S04,S04-E05,2025-05-04,6.2,stock
SH000981,S03,S03-E05,2025-04-25,7.6,stock
SH000351,S01,S01-E09,2025-05-25,9.4,manager
SH000385,S01,S01-E10,2025-05-29,6.9,stock
SH000887,S03,S03-E03,2025-04-17,8.8,stock
SH001141,S03,S03-E09,2025-04-15,9.6,cashier
SH001688,S05,S05-E04,2025-04-23,7.0,cashier
SH001172,S03,S03-E10,2025-04-09,6.2,cashier
SH001659,S05,S05-E03,2025-05-06,7.4,cashier
SH001410,S04,S04-E06,2025-05-10,7.4,stock
SH000222,S01,S01-E06,2025-05-03,5.6,stock
SH001870,S05,S05-E08,2025-05-20,6.6,stock
SH000663,S02,S02-E07,2025-05-17,7.3,cashier
SH001425,S04,S04-E07,2025-04-13,6.8,stock
SH000483,S02,S02-E03,2025-04-25,7.4,cashier
SH000120,S01,S01-E04,2025-04-07,7.0,stock
SH001633,S05,S05-E02,2025-05-27,7.9,manager
SH001044,S03,S03-E06,2025-05-22,5.1,stock
SH001670,S05,S05-E03,2025-05-24,6.3,cashier
SH000261,S01,S01-E07,2025-05-01,7.3,stock
SH001795,S05,S05-E06,2025-05-27,6.2,manager
SH000187,S01,S01-E05,2025-05-07,8.4,cashier
SH000064,S01,S01-E02,2025-05-08,6.0,cashier
SH000956,S03,S03-E04,2025-05-14,6.8,manager
SH001978,S09,S09-E01,2025-04-24,6.0,cashier
SH000697,S02,S02-E08,2025-05-08,5.3,stock
SH001730,S05,S05-E05,2025-04-18,7.0,cashier
SH001124,S03,S03-E08,2025-05-14,8.4,cashier
SH001875,S05,S05-E08,2025-05-28,6.2,stock
SH000049,S01,S01-E02,2025-04-14,7.3,cashier
SH000393,S02,S02-E01,2025-04-14,5.4,manager
SH001284,S04,S04-E02,2025-05-29,6.4,manager
SH001939,S05,S05-E10,2025-05-06,7.8,stock
SH001800,S05,S05-E07,2025-04-08,9.0,stock
SH000576,S02,S02-E05,2025-05-10,8.1,cashier
SH001605,S05,S05-E02,2025-04-12,6.7,manager
SH000903,S03,S03-E03,2025-05-04,9.7,stock
SH000938,S03,S03-E04,2025-04-20,6.7,manager
SH000549,S02,S02-E04,2025-05-25,5.5,cashier
SH001342,S04,S04-E04,2025-05-04,5.8,stock
SH001347,S04,S04-E04,2025-05-11,8.1,stock
SH000151,S01,S01-E04,2025-05-20,7.4,stock
SH000221,S01,S01-E06,2025-05-02,6.6,stock
SH001083,S03,S03-E07,2025-05-14,9.3,cashier
SH001190,S03,S03-E10,2025-05-03,7.6,cashier
SH001267,S04,S04-E02,2025-05-01,6.5,manager
SH001259,S04,S04-E02,2025-04-19,7.4,manager
SH000182,S01,S01-E05,2025-05-02,6.3,cashier
SH000166,S01,S01-E05,2025-04-13,6.7,cashier
SH000475,S02,S02-E03,2025-04-15,7.9,cashier
SH001920,S05,S05-E10,2025-04-16,6.7,stock
SH000081,S01,S01-E02,2025-05-31,7.2,cashier
SH001166,S03,S03-E09,2025-05-26,7.3,cashier
SH001209,S03,S03-E10,2025-05-29,5.3,cashier
SH001592,S05,S05-E01,2025-05-17,5.1,cashier
SH001362,S04,S04-E05,2025-04-12,4.7,stock
SH001119,S03,S03-E08,2025-05-07,6.3,cashier
SH001151,S03,S03-E09,2025-05-03,6.1,cashier
SH001193,S03,S03-E10,2025-05-06,6.9,cashier
SH000843,S03,S03-E02,2025-04-13,6.0,stock
SH001606,S05,S05-E02,2025-04-13,6.3,manager
SH000684,S02,S02-E08,2025-04-14,6.1,stock
SH000114,S01,S01-E03,2025-05-24,8.2,stock
SH001519,S04,S04-E09,2025-05-26,4.6,cashier
SH001540,S04,S04-E10,2025-04-30,8.3,stock
SH001496,S04,S04-E09,2025-04-18,6.4,cashier
SH000856,S03,S03-E02,2025-05-03,6.0,stock
SH001381,S04,S04-E05,2025-05-20,6.0,stock
SH000461,S02,S02-E02,2025-05-19,8.2,manager
SH000591,S02,S02-E05,2025-05-30,7.2,cashier
SH001078,S03,S03-E07,2025-05-09,6.4,cashier
SH001140,S03,S03-E09,2025-04-14,8.4,cashier
SH001567,S05,S05-E01,2025-04-12,8.5,cashier
SH000078,S01,S01-E02,2025-05-27,5.9,cashier
SH001483,S04,S04-E08,2025-05-26,7.1,stock
SH000715,S02,S02-E08,2025-05-28,6.7,stock
SH001511,S04,S04-E09,2025-05-11,7.3,cashier
SH000657,S02,S02-E07,2025-05-10,9.5,cashier
SH000342,S01,S01-E09,2025-05-07,8.1,manager
SH001207,S03,S03-E10,2025-05-26,8.0,cashier
SH001446,S04,S04-E07,2025-05-22,6.9,stock
SH000862,S03,S03-E02,2025-05-11,5.4,stock
SH000162,S01,S01-E05,2025-04-08,7.0,cashier
SH001450,S04,S04-E07,2025-05-26,6.4,stock
SH000173,S01,S01-E05,2025-04-21,8.1,cashier
SH000426,S02,S02-E01,2025-05-27,7.1,manager
SH001869,S05,S05-E08,2025-05-19,6.3,stock
SH000700,S02,S02-E08,2025-05-13,5.0,stock
SH000455,S02,S02-E02,2025-05-12,8.4,manager
SH000199,S01,S01-E05,2025-05-27,6.4,cashier
SH000542,S02,S02-E04,2025-05-09,9.3,cashier
SH000778,S02,S02-E10,2025-05-10,7.5,stock
SH001062,S03,S03-E07,2025-04-20,4.2,cashier
SH000515,S02,S02-E03,2025-06-01,5.4,cashier
SH000205,S01,S01-E06,2025-04-08,6.8,stock
SH001023,S03,S03-E06,2025-04-25,6.3,stock
SH000612,S02,S02-E06,2025-05-05,7.6,stock
SH001224,S04,S04-E01,2025-04-23,7.3,cashier
SH000892,S03,S03-E03,2025-04-22,5.8,stock
SH000841,S03,S03-E02,2025-04-11,7.7,stock
SH000631,S02,S02-E06,2025-05-29,7.2,stock
SH001674,S05,S05-E04,2025-04-07,6.1,cashier
SH001210,S03,S03-E10,2025-05-30,8.1,cashier
SH001390,S04,S04-E06,2025-04-09,6.7,stock
SH001958,S03,S03-TEMP01,2025-05-10,6.6,temp
SH000915,S03,S03-E03,2025-05-20,6.6,stock
SH000980,S03,S03-E05,2025-04-23,7.3,stock
